#              Age:              Teq:             Mass:            R_RCB:            P_RCB:
#   0.503865159E+10   0.000000000E+00   0.183841434E+31   0.717193044E+10   0.956892339E+06
# INDEX       RADIUS [RJ]       RADIUS [RP]           DENSITY          PRESSURE       TEMPERATURE           ENTROPY           GRAVITY              MASS             DMASS           CHI_RHO             CHI_T           GAMMA_1           GAMMA_3            SIGMA1            SIGMA2        EPS_JOULE1        EPS_JOULE2             V_ATM        SIGMA1_LOG        SIGMA1_EYE      SIGMA1_TSANG        SIGMA1_INT        LUMINOSITY        EXTRA_HEAT        IRRAD_HEAT
# COL 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22                23                24                25                26
    265   0.973227839E+00   0.969939630E+00   0.181140546E+00   0.432991576E+11   0.268990868E+04   0.530737280E+09   0.252000401E+04   0.182784535E+31   0.460394658E+27   0.188186027E+01   0.656173366E+00   0.216877814E+01   0.145934045E+01   0.113619379E+13   0.000000000E+00   0.225675808E-05   0.000000000E+00   0.000000000E+00   0.113619379E+13   0.000000000E+00   0.531078352E+09   0.531078353E+09   0.344314288E+25   0.000000000E+00   0.000000000E+00
    266   0.972643097E+00   0.969356864E+00   0.184822738E+00   0.452505136E+11   0.271512099E+04   0.530736441E+09   0.252239942E+04   0.182738496E+31   0.479727800E+27   0.189357728E+01   0.649298487E+00   0.217175685E+01   0.145950828E+01   0.118286560E+13   0.000000000E+00   0.212452717E-05   0.000000000E+00   0.000000000E+00   0.118286560E+13   0.000000000E+00   0.624573551E+09   0.624573554E+09   0.344285624E+25   0.000000000E+00   0.000000000E+00
    267   0.972045213E+00   0.968761000E+00   0.188560564E+00   0.472881992E+11   0.274052155E+04   0.530735648E+09   0.252484033E+04   0.182690523E+31   0.499831934E+27   0.190526158E+01   0.642324630E+00   0.217482269E+01   0.145954298E+01   0.123256926E+13   0.000000000E+00   0.199843896E-05   0.000000000E+00   0.000000000E+00   0.123256926E+13   0.000000000E+00   0.737039301E+09   0.737039299E+09   0.344255481E+25   0.000000000E+00   0.000000000E+00
    268   0.971433861E+00   0.968151713E+00   0.192355178E+00   0.494159559E+11   0.276610090E+04   0.530734648E+09   0.252732759E+04   0.182640540E+31   0.520735407E+27   0.191694757E+01   0.635306722E+00   0.217838600E+01   0.145945306E+01   0.128555280E+13   0.000000000E+00   0.187827548E-05   0.000000000E+00   0.000000000E+00   0.128555280E+13   0.000000000E+00   0.872788997E+09   0.872788998E+09   0.344223787E+25   0.000000000E+00   0.000000000E+00
    269   0.970808711E+00   0.967528676E+00   0.196207520E+00   0.516376840E+11   0.279184550E+04   0.530733383E+09   0.252986206E+04   0.182588466E+31   0.542467495E+27   0.192866332E+01   0.628307097E+00   0.218281039E+01   0.145926428E+01   0.134208817E+13   0.000000000E+00   0.176382866E-05   0.000000000E+00   0.000000000E+00   0.134208817E+13   0.000000000E+00   0.103721494E+10   0.103721494E+10   0.344190466E+25   0.000000000E+00   0.000000000E+00
    270   0.970169426E+00   0.966891551E+00   0.200118225E+00   0.539574488E+11   0.281773941E+04   0.530732064E+09   0.253244461E+04   0.182534220E+31   0.565058441E+27   0.194042596E+01   0.621391932E+00   0.218838716E+01   0.145901810E+01   0.140247394E+13   0.000000000E+00   0.165489959E-05   0.000000000E+00   0.000000000E+00   0.140247394E+13   0.000000000E+00   0.123708154E+10   0.123708154E+10   0.344155439E+25   0.000000000E+00   0.000000000E+00
    271   0.969515661E+00   0.966239994E+00   0.204087908E+00   0.563794874E+11   0.284376538E+04   0.530730827E+09   0.253507612E+04   0.182477714E+31   0.588539482E+27   0.195224883E+01   0.614622982E+00   0.219537415E+01   0.145875532E+01   0.146703847E+13   0.000000000E+00   0.155129471E-05   0.000000000E+00   0.000000000E+00   0.146703847E+13   0.000000000E+00   0.148090449E+10   0.148090449E+10   0.344118621E+25   0.000000000E+00   0.000000000E+00
    272   0.968847061E+00   0.965573653E+00   0.208117182E+00   0.589082165E+11   0.286990513E+04   0.530729729E+09   0.253775747E+04   0.182418860E+31   0.612942875E+27   0.196414210E+01   0.608057205E+00   0.220399877E+01   0.145851506E+01   0.153614325E+13   0.000000000E+00   0.145282544E-05   0.000000000E+00   0.000000000E+00   0.153614325E+13   0.000000000E+00   0.177944214E+10   0.177944214E+10   0.344079927E+25   0.000000000E+00   0.000000000E+00
    273   0.968163266E+00   0.964892169E+00   0.212206649E+00   0.615482397E+11   0.289613965E+04   0.530728750E+09   0.254048956E+04   0.182357566E+31   0.638301930E+27   0.197611214E+01   0.601745126E+00   0.221444964E+01   0.145833406E+01   0.161018679E+13   0.000000000E+00   0.135930791E-05   0.000000000E+00   0.000000000E+00   0.161018679E+13   0.000000000E+00   0.214633488E+10   0.214633488E+10   0.344039272E+25   0.000000000E+00   0.000000000E+00
    274   0.967463905E+00   0.964195170E+00   0.216356964E+00   0.643043555E+11   0.292245040E+04   0.530727761E+09   0.254327330E+04   0.182293735E+31   0.664651016E+27   0.198814159E+01   0.595689825E+00   0.222666037E+01   0.145823092E+01   0.168960897E+13   0.000000000E+00   0.127056241E-05   0.000000000E+00   0.000000000E+00   0.168960897E+13   0.000000000E+00   0.259893998E+10   0.259893999E+10   0.343996567E+25   0.000000000E+00   0.000000000E+00
    275   0.966748598E+00   0.963482281E+00   0.220568823E+00   0.671815657E+11   0.294882144E+04   0.530726624E+09   0.254610962E+04   0.182227270E+31   0.692025584E+27   0.200018892E+01   0.589845781E+00   0.224030839E+01   0.145820499E+01   0.177489595E+13   0.000000000E+00   0.118641346E-05   0.000000000E+00   0.000000000E+00   0.177489595E+13   0.000000000E+00   0.315942511E+10   0.315942510E+10   0.343951715E+25   0.000000000E+00   0.000000000E+00
    276   0.966016958E+00   0.962753113E+00   0.224842857E+00   0.701850833E+11   0.297524059E+04   0.530725361E+09   0.254899944E+04   0.182158068E+31   0.720462181E+27   0.201221113E+01   0.584166041E+00   0.225506670E+01   0.145825381E+01   0.186658572E+13   0.000000000E+00   0.110669018E-05   0.000000000E+00   0.000000000E+00   0.186658572E+13   0.000000000E+00   0.385620585E+10   0.385620584E+10   0.343904615E+25   0.000000000E+00   0.000000000E+00
    277   0.965268588E+00   0.962007270E+00   0.229179634E+00   0.733203420E+11   0.300169950E+04   0.530724154E+09   0.255194371E+04   0.182086022E+31   0.749998445E+27   0.202416493E+01   0.578604938E+00   0.227061831E+01   0.145837408E+01   0.196527446E+13   0.000000000E+00   0.103122600E-05   0.000000000E+00   0.000000000E+00   0.196527446E+13   0.000000000E+00   0.472584224E+10   0.472584225E+10   0.343855163E+25   0.000000000E+00   0.000000000E+00
    278   0.964503079E+00   0.961244348E+00   0.233579673E+00   0.765930051E+11   0.302819362E+04   0.530723331E+09   0.255494339E+04   0.182011022E+31   0.780673101E+27   0.203600687E+01   0.573118333E+00   0.228665765E+01   0.145856186E+01   0.207162378E+13   0.000000000E+00   0.959858372E-06   0.000000000E+00   0.000000000E+00   0.207162378E+13   0.000000000E+00   0.581554937E+10   0.581554938E+10   0.343803249E+25   0.000000000E+00   0.000000000E+00
    279   0.963720014E+00   0.960463929E+00   0.238043653E+00   0.800089746E+11   0.305472190E+04   0.530723018E+09   0.255799944E+04   0.181932954E+31   0.812525963E+27   0.204770067E+01   0.567671966E+00   0.230293606E+01   0.145881593E+01   0.218636890E+13   0.000000000E+00   0.892427700E-06   0.000000000E+00   0.000000000E+00   0.218636890E+13   0.000000000E+00   0.718653215E+10   0.718653214E+10   0.343748758E+25   0.000000000E+00   0.000000000E+00
    280   0.962918968E+00   0.959665589E+00   0.242572573E+00   0.835744008E+11   0.308128608E+04   0.530722911E+09   0.256111286E+04   0.181851702E+31   0.845597928E+27   0.205922347E+01   0.562246809E+00   0.231928936E+01   0.145914007E+01   0.231032800E+13   0.000000000E+00   0.828777120E-06   0.000000000E+00   0.000000000E+00   0.231032800E+13   0.000000000E+00   0.891842810E+10   0.891842811E+10   0.343691578E+25   0.000000000E+00   0.000000000E+00
    281   0.962099503E+00   0.958848893E+00   0.247167446E+00   0.872956927E+11   0.310789011E+04   0.530722777E+09   0.256428462E+04   0.181767142E+31   0.879930984E+27   0.207055610E+01   0.556826318E+00   0.233556715E+01   0.145953801E+01   0.244441263E+13   0.000000000E+00   0.768753847E-06   0.000000000E+00   0.000000000E+00   0.244441263E+13   0.000000000E+00   0.111152452E+11   0.111152452E+11   0.343631588E+25   0.000000000E+00   0.000000000E+00
    282   0.961261176E+00   0.958013398E+00   0.251829272E+00   0.911795277E+11   0.313454005E+04   0.530722494E+09   0.256751573E+04   0.181679149E+31   0.915568220E+27   0.208168219E+01   0.551395009E+00   0.235162492E+01   0.146001286E+01   0.258963983E+13   0.000000000E+00   0.712209093E-06   0.000000000E+00   0.000000000E+00   0.258963983E+13   0.000000000E+00   0.139133268E+11   0.139133268E+11   0.343568656E+25   0.000000000E+00   0.000000000E+00
    283   0.960403532E+00   0.957158652E+00   0.256559042E+00   0.952328628E+11   0.316124402E+04   0.530722056E+09   0.257080717E+04   0.181587592E+31   0.952553854E+27   0.209258828E+01   0.545938317E+00   0.236732328E+01   0.146056708E+01   0.274714608E+13   0.000000000E+00   0.658997870E-06   0.000000000E+00   0.000000000E+00   0.274714608E+13   0.000000000E+00   0.174920686E+11   0.174920686E+11   0.343502641E+25   0.000000000E+00   0.000000000E+00
    284   0.959526108E+00   0.956284193E+00   0.261357759E+00   0.994629453E+11   0.318801207E+04   0.530721518E+09   0.257415996E+04   0.181492337E+31   0.990933231E+27   0.210326217E+01   0.540438921E+00   0.238249681E+01   0.146119740E+01   0.291820319E+13   0.000000000E+00   0.608978785E-06   0.000000000E+00   0.000000000E+00   0.291820319E+13   0.000000000E+00   0.220883814E+11   0.220883814E+11   0.343433387E+25   0.000000000E+00   0.000000000E+00
    285   0.958628433E+00   0.955389550E+00   0.266226518E+00   0.103877325E+12   0.321485596E+04   0.530720843E+09   0.257757508E+04   0.181393243E+31   0.103075282E+28   0.211368570E+01   0.534864210E+00   0.239684604E+01   0.146187735E+01   0.310423661E+13   0.000000000E+00   0.562013776E-06   0.000000000E+00   0.000000000E+00   0.310423661E+13   0.000000000E+00   0.280162654E+11   0.280162653E+11   0.343360744E+25   0.000000000E+00   0.000000000E+00
    286   0.957710023E+00   0.954474243E+00   0.271166445E+00   0.108483865E+12   0.324178901E+04   0.530720012E+09   0.258105356E+04   0.181290168E+31   0.107206025E+28   0.212383744E+01   0.529177401E+00   0.241003057E+01   0.146257354E+01   0.330684640E+13   0.000000000E+00   0.517968225E-06   0.000000000E+00   0.000000000E+00   0.330684640E+13   0.000000000E+00   0.356933750E+11   0.356933753E+11   0.343284554E+25   0.000000000E+00   0.000000000E+00
    287   0.956770388E+00   0.953537783E+00   0.276178679E+00   0.113290756E+12   0.326882609E+04   0.530719071E+09   0.258459640E+04   0.181182962E+31   0.111490435E+28   0.213369427E+01   0.523341867E+00   0.242170567E+01   0.146325203E+01   0.352783146E+13   0.000000000E+00   0.476710933E-06   0.000000000E+00   0.000000000E+00   0.352783146E+13   0.000000000E+00   0.456771642E+11   0.456771649E+11   0.343204651E+25   0.000000000E+00   0.000000000E+00
    288   0.955809027E+00   0.952579671E+00   0.281264373E+00   0.118306528E+12   0.329598375E+04   0.530718128E+09   0.258820461E+04   0.181071472E+31   0.115933516E+28   0.214323145E+01   0.517321078E+00   0.243152161E+01   0.146387829E+01   0.376921751E+13   0.000000000E+00   0.438114035E-06   0.000000000E+00   0.000000000E+00   0.376921751E+13   0.000000000E+00   0.587141849E+11   0.587141862E+11   0.343120853E+25   0.000000000E+00   0.000000000E+00
    289   0.954825431E+00   0.951599398E+00   0.286424697E+00   0.123540065E+12   0.332328028E+04   0.530717345E+09   0.259187919E+04   0.180955538E+31   0.120540396E+28   0.215242309E+01   0.511079580E+00   0.243912933E+01   0.146441777E+01   0.403328942E+13   0.000000000E+00   0.402052938E-06   0.000000000E+00   0.000000000E+00   0.403328942E+13   0.000000000E+00   0.758074651E+11   0.758074659E+11   0.343032968E+25   0.000000000E+00   0.000000000E+00
    290   0.953819079E+00   0.950596446E+00   0.291660978E+00   0.129000618E+12   0.335073542E+04   0.530716775E+09   0.259562115E+04   0.180834998E+31   0.125316327E+28   0.216125784E+01   0.504614995E+00   0.244437393E+01   0.146485294E+01   0.432262873E+13   0.000000000E+00   0.368406112E-06   0.000000000E+00   0.000000000E+00   0.432262873E+13   0.000000000E+00   0.983087619E+11   0.983087630E+11   0.342940798E+25   0.000000000E+00   0.000000000E+00
    291   0.952789443E+00   0.949570288E+00   0.296974734E+00   0.134697822E+12   0.337836942E+04   0.530716290E+09   0.259943150E+04   0.180709681E+31   0.130266683E+28   0.216974419E+01   0.497965480E+00   0.244734796E+01   0.146518843E+01   0.464015697E+13   0.000000000E+00   0.337055109E-06   0.000000000E+00   0.000000000E+00   0.464015697E+13   0.000000000E+00   0.128045037E+12   0.128045035E+12   0.342844144E+25   0.000000000E+00   0.000000000E+00
    292   0.951735983E+00   0.948520388E+00   0.302367547E+00   0.140641708E+12   0.340620245E+04   0.530715717E+09   0.260331124E+04   0.180579415E+31   0.135396962E+28   0.217789449E+01   0.491174264E+00   0.244818331E+01   0.146543300E+01   0.498918598E+13   0.000000000E+00   0.307884779E-06   0.000000000E+00   0.000000000E+00   0.498918598E+13   0.000000000E+00   0.167492013E+12   0.167492013E+12   0.342742807E+25   0.000000000E+00   0.000000000E+00
    293   0.950658152E+00   0.947446199E+00   0.307841063E+00   0.146842723E+12   0.343425446E+04   0.530714842E+09   0.260726134E+04   0.180444018E+31   0.140712780E+28   0.218572376E+01   0.484287496E+00   0.244703823E+01   0.146559827E+01   0.537347659E+13   0.000000000E+00   0.280783239E-06   0.000000000E+00   0.000000000E+00   0.537347659E+13   0.000000000E+00   0.220012480E+12   0.220012481E+12   0.342636575E+25   0.000000000E+00   0.000000000E+00
    294   0.949555395E+00   0.946347167E+00   0.313396991E+00   0.153311743E+12   0.346254507E+04   0.530713403E+09   0.261128279E+04   0.180303305E+31   0.146219873E+28   0.219324957E+01   0.477354196E+00   0.244409668E+01   0.146569863E+01   0.579730704E+13   0.000000000E+00   0.255641858E-06   0.000000000E+00   0.000000000E+00   0.579730704E+13   0.000000000E+00   0.290183423E+12   0.290183428E+12   0.342525236E+25   0.000000000E+00   0.000000000E+00
    295   0.948427146E+00   0.945222730E+00   0.319037039E+00   0.160060093E+12   0.349109325E+04   0.530711178E+09   0.261537655E+04   0.180157085E+31   0.151924103E+28   0.220049282E+01   0.470426965E+00   0.243959975E+01   0.146575310E+01   0.626555300E+13   0.000000000E+00   0.232355296E-06   0.000000000E+00   0.000000000E+00   0.626555300E+13   0.000000000E+00   0.384244736E+12   0.384244733E+12   0.342408562E+25   0.000000000E+00   0.000000000E+00
    296   0.947272832E+00   0.944072316E+00   0.324762455E+00   0.167099560E+12   0.351991610E+04   0.530708492E+09   0.261954356E+04   0.180005161E+31   0.157831457E+28   0.220748334E+01   0.463565527E+00   0.243402689E+01   0.146579659E+01   0.678378129E+13   0.000000000E+00   0.210821761E-06   0.000000000E+00   0.000000000E+00   0.678378129E+13   0.000000000E+00   0.510713697E+12   0.510713707E+12   0.342286287E+25   0.000000000E+00   0.000000000E+00
    297   0.946091867E+00   0.942895341E+00   0.330574334E+00   0.174442420E+12   0.354902721E+04   0.530705803E+09   0.262378476E+04   0.179847330E+31   0.163948049E+28   0.221425359E+01   0.456830730E+00   0.242795531E+01   0.146586938E+01   0.735836078E+13   0.000000000E+00   0.190942621E-06   0.000000000E+00   0.000000000E+00   0.735836078E+13   0.000000000E+00   0.681224501E+12   0.681224498E+12   0.342158123E+25   0.000000000E+00   0.000000000E+00
    298   0.944883655E+00   0.941691212E+00   0.336473847E+00   0.182101449E+12   0.357843597E+04   0.530703411E+09   0.262810111E+04   0.179683382E+31   0.170280126E+28   0.222083537E+01   0.450281753E+00   0.242196686E+01   0.146601099E+01   0.799659248E+13   0.000000000E+00   0.172622265E-06   0.000000000E+00   0.000000000E+00   0.799659248E+13   0.000000000E+00   0.911670815E+12   0.911670805E+12   0.342023782E+25   0.000000000E+00   0.000000000E+00
    299   0.943647588E+00   0.940459321E+00   0.342462238E+00   0.190089949E+12   0.360814724E+04   0.530701450E+09   0.263249353E+04   0.179513101E+31   0.176834056E+28   0.222725989E+01   0.443976217E+00   0.241664645E+01   0.146626027E+01   0.870686254E+13   0.000000000E+00   0.155768167E-06   0.000000000E+00   0.000000000E+00   0.870686254E+13   0.000000000E+00   0.122375274E+13   0.122375273E+13   0.341882981E+25   0.000000000E+00   0.000000000E+00
    300   0.942383046E+00   0.939199051E+00   0.348540837E+00   0.198421768E+12   0.363816112E+04   0.530699877E+09   0.263696295E+04   0.179336267E+31   0.183616316E+28   0.223355772E+01   0.437970071E+00   0.241257901E+01   0.146665536E+01   0.949882291E+13   0.000000000E+00   0.140290941E-06   0.000000000E+00   0.000000000E+00   0.949882291E+13   0.000000000E+00   0.164705745E+13   0.164705744E+13   0.341735435E+25   0.000000000E+00   0.000000000E+00
    301   0.941089396E+00   0.937909772E+00   0.354711033E+00   0.207111319E+12   0.366847330E+04   0.530698575E+09   0.264151031E+04   0.179152651E+31   0.190633457E+28   0.223974039E+01   0.432294400E+00   0.241015600E+01   0.146721732E+01   0.103836052E+14   0.000000000E+00   0.126104396E-06   0.000000000E+00   0.000000000E+00   0.103836052E+14   0.000000000E+00   0.222183333E+13   0.222183332E+13   0.341580869E+25   0.000000000E+00   0.000000000E+00
    302   0.939765995E+00   0.936590843E+00   0.360974254E+00   0.216173602E+12   0.369907687E+04   0.530697497E+09   0.264613651E+04   0.178962018E+31   0.197892089E+28   0.224578168E+01   0.426932610E+00   0.240937737E+01   0.146793412E+01   0.113740739E+14   0.000000000E+00   0.113125580E-06   0.000000000E+00   0.000000000E+00   0.113740739E+14   0.000000000E+00   0.300264849E+13   0.300264848E+13   0.341419004E+25   0.000000000E+00   0.000000000E+00
    303   0.938412189E+00   0.935241611E+00   0.367331968E+00   0.225624223E+12   0.372996382E+04   0.530696580E+09   0.265084246E+04   0.178764125E+31   0.205398859E+28   0.225164945E+01   0.421861232E+00   0.241017916E+01   0.146878946E+01   0.124851278E+14   0.000000000E+00   0.101274795E-06   0.000000000E+00   0.000000000E+00   0.124851278E+14   0.000000000E+00   0.406314877E+13   0.406314879E+13   0.341249541E+25   0.000000000E+00   0.000000000E+00
    304   0.937027313E+00   0.933861414E+00   0.373785673E+00   0.235479417E+12   0.376112534E+04   0.530695739E+09   0.265562904E+04   0.178558727E+31   0.213160460E+28   0.225731030E+01   0.417055581E+00   0.241248132E+01   0.146976668E+01   0.137340588E+14   0.000000000E+00   0.904756133E-07   0.000000000E+00   0.000000000E+00   0.137340588E+14   0.974716951E+14   0.550213888E+13   0.550213888E+13   0.341072151E+25   0.000000000E+00   0.000000000E+00
    305   0.935610691E+00   0.932449578E+00   0.380336900E+00   0.245756069E+12   0.379255204E+04   0.530694871E+09   0.266049713E+04   0.178345566E+31   0.221183659E+28   0.226272979E+01   0.412490012E+00   0.241619122E+01   0.147084886E+01   0.151409798E+14   0.000000000E+00   0.806548797E-07   0.000000000E+00   0.000000000E+00   0.151409798E+14   0.185862887E+15   0.745118564E+13   0.745118558E+13   0.340886477E+25   0.000000000E+00   0.000000000E+00
    306   0.934161636E+00   0.931005419E+00   0.386987254E+00   0.256471739E+12   0.382423402E+04   0.530693875E+09   0.266544758E+04   0.178124382E+31   0.229475310E+28   0.226787262E+01   0.408136955E+00   0.242120862E+01   0.147201961E+01   0.167293377E+14   0.000000000E+00   0.717426939E-07   0.000000000E+00   0.000000000E+00   0.167293377E+14   0.276398324E+15   0.100838640E+14   0.100838641E+14   0.340692138E+25   0.000000000E+00   0.000000000E+00
    307   0.932679452E+00   0.929528242E+00   0.393738862E+00   0.267644693E+12   0.385616126E+04   0.530692784E+09   0.267048122E+04   0.177894907E+31   0.238042352E+28   0.227270197E+01   0.403956409E+00   0.242745008E+01   0.147326955E+01   0.185265286E+14   0.000000000E+00   0.636723319E-07   0.000000000E+00   0.000000000E+00   0.185265286E+14   0.371532691E+15   0.136266045E+14   0.136266043E+14   0.340488755E+25   0.000000000E+00   0.000000000E+00
    308   0.931163431E+00   0.928017344E+00   0.400594191E+00   0.279293922E+12   0.388832396E+04   0.530691742E+09   0.267559885E+04   0.177656865E+31   0.246891796E+28   0.227718044E+01   0.399901554E+00   0.243484642E+01   0.147459354E+01   0.205646348E+14   0.000000000E+00   0.563803077E-07   0.000000000E+00   0.000000000E+00   0.205646348E+14   0.472155821E+15   0.183708245E+14   0.183708244E+14   0.340275958E+25   0.000000000E+00   0.000000000E+00
    309   0.929612861E+00   0.926472013E+00   0.407555775E+00   0.291439178E+12   0.392071277E+04   0.530690943E+09   0.268080122E+04   0.177409973E+31   0.256030695E+28   0.228127083E+01   0.395925916E+00   0.244332993E+01   0.147598668E+01   0.228813126E+14   0.000000000E+00   0.498063945E-07   0.000000000E+00   0.000000000E+00   0.228813126E+14   0.578779638E+15   0.246856290E+14   0.246856288E+14   0.340053367E+25   0.000000000E+00   0.000000000E+00
    310   0.928027021E+00   0.924891530E+00   0.414626212E+00   0.304100996E+12   0.395331876E+04   0.530690623E+09   0.268608907E+04   0.177153942E+31   0.265466137E+28   0.228493599E+01   0.391983548E+00   0.245283238E+01   0.147744422E+01   0.255208668E+14   0.000000000E+00   0.438935711E-07   0.000000000E+00   0.000000000E+00   0.255208668E+14   0.691787150E+15   0.330298478E+14   0.330298480E+14   0.339820588E+25   0.000000000E+00   0.000000000E+00
    311   0.926405180E+00   0.923275169E+00   0.421808165E+00   0.317300728E+12   0.398613354E+04   0.530691067E+09   0.269146305E+04   0.176888476E+31   0.275205243E+28   0.228813875E+01   0.388029134E+00   0.246328255E+01   0.147896159E+01   0.285355498E+14   0.000000000E+00   0.385879639E-07   0.000000000E+00   0.000000000E+00   0.285355498E+14   0.811512092E+15   0.439615782E+14   0.439615780E+14   0.339577215E+25   0.000000000E+00   0.000000000E+00
    312   0.924746604E+00   0.921622197E+00   0.429104595E+00   0.331060568E+12   0.401915061E+04   0.530692197E+09   0.269692379E+04   0.176613271E+31   0.285255210E+28   0.229084427E+01   0.384027807E+00   0.247440622E+01   0.148053442E+01   0.319871397E+14   0.000000000E+00   0.338387660E-07   0.000000000E+00   0.000000000E+00   0.319871397E+14   0.938270661E+15   0.581428653E+14   0.581428658E+14   0.339322828E+25   0.000000000E+00   0.000000000E+00
    313   0.923050551E+00   0.919931874E+00   0.436519086E+00   0.345403595E+12   0.405237015E+04   0.530693010E+09   0.270247185E+04   0.176328016E+31   0.295623364E+28   0.229302367E+01   0.379970327E+00   0.248542059E+01   0.148215825E+01   0.359488576E+14   0.000000000E+00   0.295981631E-07   0.000000000E+00   0.000000000E+00   0.359488576E+14   0.107237607E+16   0.763368354E+14   0.763368358E+14   0.339056995E+25   0.000000000E+00   0.000000000E+00
    314   0.921316274E+00   0.918203456E+00   0.444055275E+00   0.360353805E+12   0.408580322E+04   0.530692709E+09   0.270810773E+04   0.176032392E+31   0.306317180E+28   0.229464866E+01   0.375852308E+00   0.249546242E+01   0.148382788E+01   0.405077043E+14   0.000000000E+00   0.258213191E-07   0.000000000E+00   0.000000000E+00   0.405077043E+14   0.121414586E+16   0.993947405E+14   0.993947412E+14   0.338779217E+25   0.000000000E+00   0.000000000E+00
    315   0.919543020E+00   0.916436194E+00   0.451716766E+00   0.375936155E+12   0.411947267E+04   0.530690895E+09   0.271383185E+04   0.175726075E+31   0.317344214E+28   0.229569073E+01   0.371670163E+00   0.250366782E+01   0.148553720E+01   0.457673212E+14   0.000000000E+00   0.224662913E-07   0.000000000E+00   0.000000000E+00   0.457673212E+14   0.136390612E+16   0.128231228E+15   0.128231228E+15   0.338488916E+25   0.000000000E+00   0.000000000E+00
    316   0.917730034E+00   0.914629333E+00   0.459507130E+00   0.392176594E+12   0.415341350E+04   0.530687561E+09   0.271964456E+04   0.175408731E+31   0.328711927E+28   0.229612123E+01   0.367420886E+00   0.250917122E+01   0.148727919E+01   0.518515006E+14   0.000000000E+00   0.194939346E-07   0.000000000E+00   0.000000000E+00   0.518515006E+14   0.152199410E+16   0.163787635E+15   0.163787635E+15   0.338185440E+25   0.000000000E+00   0.000000000E+00
    317   0.915876551E+00   0.912782113E+00   0.467429921E+00   0.409102096E+12   0.418767284E+04   0.530683099E+09   0.272554612E+04   0.175080019E+31   0.340427546E+28   0.229591253E+01   0.363102311E+00   0.251115688E+01   0.148904544E+01   0.589084968E+14   0.000000000E+00   0.168678076E-07   0.000000000E+00   0.000000000E+00   0.589084968E+14   0.168875978E+16   0.206985165E+15   0.206985164E+15   0.337868059E+25   0.000000000E+00   0.000000000E+00
    318   0.913981805E+00   0.910893769E+00   0.475488743E+00   0.426740682E+12   0.422230277E+04   0.530678644E+09   0.273153674E+04   0.174739592E+31   0.352498004E+28   0.229505778E+01   0.358721162E+00   0.250980427E+01   0.149081894E+01   0.671163380E+14   0.000000000E+00   0.145540746E-07   0.000000000E+00   0.000000000E+00   0.671163380E+14   0.186456705E+16   0.258671999E+15   0.258671998E+15   0.337535997E+25   0.000000000E+00   0.000000000E+00
    319   0.912045028E+00   0.908963535E+00   0.483687486E+00   0.445121448E+12   0.425734650E+04   0.530675549E+09   0.273761650E+04   0.174387094E+31   0.364930009E+28   0.229356954E+01   0.354291170E+00   0.250618533E+01   0.149257533E+01   0.766893871E+14   0.000000000E+00   0.125214024E-07   0.000000000E+00   0.000000000E+00   0.766893871E+14   0.204979443E+16   0.319570122E+15   0.319570124E+15   0.337188510E+25   0.000000000E+00   0.000000000E+00
    320   0.910065448E+00   0.906990644E+00   0.492030513E+00   0.464274601E+12   0.429283082E+04   0.530674591E+09   0.274378540E+04   0.174022164E+31   0.377730171E+28   0.229146304E+01   0.349825407E+00   0.250143775E+01   0.149428999E+01   0.878864657E+14   0.000000000E+00   0.107408600E-07   0.000000000E+00   0.000000000E+00   0.878864657E+14   0.224483563E+16   0.390228323E+15   0.390228324E+15   0.336824950E+25   0.000000000E+00   0.000000000E+00
    321   0.908042299E+00   0.904974330E+00   0.500522695E+00   0.484231493E+12   0.432876474E+04   0.530675903E+09   0.275004333E+04   0.173644433E+31   0.390905036E+28   0.228875532E+01   0.345336393E+00   0.249673593E+01   0.149593839E+01   0.101020944E+15   0.000000000E+00   0.918581918E-08   0.000000000E+00   0.000000000E+00   0.101020944E+15   0.245010002E+16   0.470987229E+15   0.470987228E+15   0.336444738E+25   0.000000000E+00   0.000000000E+00
    322   0.905974814E+00   0.902913830E+00   0.509169446E+00   0.505024666E+12   0.436513830E+04   0.530678935E+09   0.275639002E+04   0.173253528E+31   0.404461099E+28   0.228546488E+01   0.340836322E+00   0.249328678E+01   0.149749634E+01   0.116473308E+15   0.000000000E+00   0.783184974E-08   0.000000000E+00   0.000000000E+00   0.116473308E+15   0.266601295E+16   0.561960364E+15   0.561960362E+15   0.336047351E+25   0.000000000E+00   0.000000000E+00
    323   0.903862234E+00   0.900808389E+00   0.517976598E+00   0.526687896E+12   0.440192470E+04   0.530682458E+09   0.276282507E+04   0.172849067E+31   0.418404792E+28   0.228161470E+01   0.336330289E+00   0.249186311E+01   0.149893445E+01   0.134706845E+15   0.000000000E+00   0.665661268E-08   0.000000000E+00   0.000000000E+00   0.134706845E+15   0.289301608E+16   0.663032681E+15   0.663032680E+15   0.335632308E+25   0.000000000E+00   0.000000000E+00
